,name,stock_symbol,security_type,sector,industry,link,price_weblink,pair_ID,exchange_ID,exchange,country,last,pair_change_percent(%),daily_change(%),week_change(%),month_change(%),ytd_change(%),one_year_return(%),3year_change(%),52_week_high,52_week_low,52_week_high_diff(%),52_week_low_diff(%),month_change,summary_5mins,summary_15mins,summary_30mins,summary_hourly,summary_daily,summary_weekly,summary_monthly,market_cap,turnover_volume,average_volume,pe_ratio,revenue,eps,beta,dividend,dividend_yield(%),pe_ratio_TTM,price_to_sales_TTM,price_to_cash_flow_MRQ,price_to_free_cash_flow_TTM,price_to_book_MRQ,price_to_tangible_book_MRQ,eps_MRQ_change_1yr(%),eps_TTM_change_1yr(%),eps_growth_5yr(%),sales_MRQ_change_1yr(%),sales_TTM_change_1yr(%),sales_growth_5yr(%),capitalspending_growth_5yr(%),asset_turnover,inventory_turnover,revenue_per_employee(thousand),netincome_per_employee(thousand),receivable_turnover,gross_margin_TTM(%),gross_margin_5yr(%),operating_margin_TTM(%),operating_margin_5yr(%),pretax_margin_TTM(%),pretax_margin_5yr(%),netprofit_margin_TTM(%),netprofit_margin_5yr(%),quick_ratio,current_ratio,LT_debt_to_equity_MRQ(%),total_debt_to_equity(%),dividend_yield_avg_5yr(%),dividend_growth_rate(%),payout_ratio,ADX,ATR,BullBear,CCI,HL,ROC,RSI,STOCH,STOCHRSI,UO,WilliamsR,MACD,GICS_sector,stock_code,historical_price
210,Perisai Petroleum Teknologi Bhd,PPTB,ORD,Energy,Oil Well Services & Equipment,/equities/perisai-petroleum-teknologi-bhd,https://www.investing.com/equities/perisai-petroleum-teknologi-bhd-historical-data,41701,62,Kuala Lumpur,Malaysia,0.005,0.0,0.0,0.0,0.0,0.0,0.0,-85.71,0.0,0.0,0.0,0.0,,,,,,,,,6300000.0,0,3189100,,9330000.0,-0.19,2.46,,,,0.07,0.25,0.25,,,-84.72,43.82,,-71.16,-21.52,,,0.09,,,,4.5,21.59,,-3.51,,-269.64,,-270.2,,,0.03,,,,,,,,,,,,,,,,,,Energy,0047,"             Date  Price   Open   High    Low     Vol. Change %
0    Jan 18, 2019  0.005  0.005  0.005  0.005    3.19M    0.00%
1    Jan 17, 2019  0.005  0.005  0.005  0.005    2.55M    0.00%
2    Jan 16, 2019  0.005  0.005  0.005  0.005    2.09M    0.00%
3    Jan 15, 2019  0.005  0.005  0.010  0.005   76.03M    0.00%
4    Jan 14, 2019  0.005  0.010  0.015  0.005  150.63M  -83.33%
..            ...    ...    ...    ...    ...      ...      ...
760  Dec 04, 2015  0.305  0.305  0.310  0.300    5.06M    1.67%
761  Dec 03, 2015  0.300  0.305  0.310  0.300    4.44M   -1.64%
762  Dec 02, 2015  0.305  0.305  0.310  0.305    2.76M   -1.61%
763  Dec 01, 2015  0.310  0.305  0.310  0.300    5.00M    1.64%
764  Nov 30, 2015  0.305  0.305  0.310  0.300    3.79M   -1.61%

[765 rows x 7 columns]"
211,Permaju Industries Bhd,PMJU,ORD,Consumer Cyclical,Auto & Truck Manufacturers,/equities/permaju-industries-bhd,https://www.investing.com/equities/permaju-industries-bhd-historical-data,953642,62,Kuala Lumpur,Malaysia,0.17,0.0,0.0,-2.86,0.0,-79.14,-75.89,-34.62,1.07,0.16,-84.11214953271,6.25,0.0,Strong Sell,Strong Sell,Strong Sell,Buy,Strong Sell,Strong Sell,Strong Sell,92340000.0,2612800,28583913,,57580000.0,-0.04,-0.6,,,,1.63,24.91,24.91,0.28,0.84,25.36,-31.18,,-63.72,-26.94,-19.97,-3.47,0.29,0.86,,,11.9,5.33,10.66,-13.25,-5.14,-13.89,-7.08,-12.91,-7.53,0.08,1.1,2.72,4.72,,,,28.396,0.0107,-0.007,-79.2453,-0.0068,-2.857,40.715,14.881,19.73,35.84,-87.5,-0.005,Consumer,7080,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.170  0.170  0.175  0.170    2.61M    0.00%
1     Nov 26, 2020  0.170  0.170  0.175  0.170    2.49M    0.00%
2     Nov 25, 2020  0.170  0.170  0.175  0.170    4.71M    3.03%
3     Nov 24, 2020  0.165  0.175  0.175  0.165   12.28M   -5.71%
4     Nov 23, 2020  0.175  0.175  0.180  0.170   22.20M    0.00%
...            ...    ...    ...    ...    ...      ...      ...
1127  Dec 04, 2015  0.185  0.175  0.185  0.170   21.00K    8.82%
1128  Dec 03, 2015  0.170  0.170  0.170  0.170   10.00K    0.00%
1129  Dec 02, 2015  0.170  0.170  0.170  0.170  110.00K   -2.86%
1130  Dec 01, 2015  0.175  0.170  0.175  0.170  171.00K    0.00%
1131  Nov 30, 2015  0.175  0.175  0.180  0.175  185.00K    0.00%

[1132 rows x 7 columns]"
212,Pertama Digital Berhad,PERM,ORD,Consumer Cyclical,Apparel/Accessories,/equities/sinotop-holdings-bhd,https://www.investing.com/equities/sinotop-holdings-bhd-historical-data,950494,62,Kuala Lumpur,Malaysia,0.365,0.0,0.0,-2.67,0.0,108.57,305.56,-42.06,0.765,0.08,-52.287581699346,356.25,4.29,Neutral,Neutral,Sell,Sell,Strong Sell,Strong Sell,Buy,158180000.0,295600,1671189,,8660000.0,0.0,3.1,,,114.75,18.28,8.99,8.99,1.27,1.44,-19.67,20.86,,-99.72,-46.72,,,0.06,2.78,,,0.45,3.86,,-8.24,,-9.54,,-9.84,,4.56,3.2,0.0,6.22,,,0.0,23.916,0.0175,-0.017,-86.7768,-0.0071,2.817,44.499,16.412,28.909,23.454,-87.5,-0.004,Consumer,8532,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.365  0.365  0.365  0.360  295.60K    0.00%
1     Nov 26, 2020  0.365  0.355  0.385  0.355    1.80M    2.82%
2     Nov 25, 2020  0.355  0.355  0.365  0.355    1.37M   -1.39%
3     Nov 24, 2020  0.360  0.375  0.375  0.360  799.00K   -4.00%
4     Nov 23, 2020  0.375  0.375  0.395  0.375    1.42M    0.00%
...            ...    ...    ...    ...    ...      ...      ...
1080  Dec 04, 2015  0.217  0.217  0.217  0.217    0.40K    0.00%
1081  Dec 03, 2015  0.217  0.217  0.217  0.217    0.42K    0.00%
1082  Dec 02, 2015  0.217  0.217  0.217  0.217   28.00K    0.00%
1083  Dec 01, 2015  0.217  0.217  0.217  0.217  190.10K   10.71%
1084  Nov 30, 2015  0.196  0.217  0.217  0.196   64.10K   -9.68%

[1085 rows x 7 columns]"
213,Perusahaan Sadur Timah Malaysia Perstima Bhd,PSTM,ORD,Basic Materials,Containers & Packaging,/equities/perusahaan-sadur-timah,https://www.investing.com/equities/perusahaan-sadur-timah-historical-data,953647,62,Kuala Lumpur,Malaysia,3.65,0.0,0.0,1.39,14.06,-2.32,-3.48,-9.2,3.99,2.52,-8.5213032581454,44.84126984127,-5.8,Neutral,Neutral,Buy,Strong Buy,Strong Buy,Sell,Strong Sell,471200000.0,13800,44948,11.08,818440000.0,0.33,1.06,0.09,2.45,11.08,0.58,32.07,26.33,0.98,1.13,82.42,-0.03,-6.22,-7.28,-12.29,5.54,22.08,1.72,5.21,,,6.91,7.22,7.35,5.67,5.68,5.92,5.94,4.47,4.57,4.06,6.65,0.0,6.07,5.96,-37.0,27.13,55.67,0.0843,0.31,114.6617,0.1464,8.631,66.393,81.307,73.684,60.185,-10.0,0.09,Industrial Products,5436,"              Date  Price  Open  High   Low     Vol. Change %
0     Nov 27, 2020   3.65  3.65  3.69  3.65   13.80K    0.00%
1     Nov 26, 2020   3.65  3.55  3.67  3.55   44.30K    2.53%
2     Nov 25, 2020   3.56  3.54  3.57  3.54   11.20K   -0.84%
3     Nov 24, 2020   3.59  3.65  3.66  3.54   57.80K   -2.45%
4     Nov 23, 2020   3.68  3.62  3.70  3.60  108.30K    2.22%
...            ...    ...   ...   ...   ...      ...      ...
1167  Dec 04, 2015   5.39  5.38  5.39  5.38   12.00K    0.37%
1168  Dec 03, 2015   5.37  5.37  5.37  5.37    0.20K    0.00%
1169  Dec 02, 2015   5.37  5.32  5.37  5.31   21.00K    1.32%
1170  Dec 01, 2015   5.30  5.32  5.39  5.29   14.00K   -1.67%
1171  Nov 30, 2015   5.39  5.38  5.39  5.22   61.00K    0.19%

[1172 rows x 7 columns]"
214,Pesona Metro Holdings Bhd,PESO,ORD,Capital Goods,Construction Services,/equities/pesona-metro-holdings-bhd,https://www.investing.com/equities/pesona-metro-holdings-bhd-historical-data,953637,62,Kuala Lumpur,Malaysia,0.23,-2.13,-2.13,-8.0,-4.17,4.55,4.55,-51.58,0.3,0.13,-23.333333333333,76.923076923077,-2.04,Strong Sell,Strong Sell,Strong Sell,Neutral,Strong Sell,Strong Sell,Strong Sell,159850000.0,618200,1016175,,605960000.0,-0.01,0.71,0.01,4.35,19.41,0.26,,13.44,0.95,1.39,-268.64,-168.75,-2.84,-39.85,7.62,18.52,3.54,0.99,959.48,1.51,-7.9,2.47,7.84,11.33,1.31,5.47,-0.5,4.4,-0.52,3.14,1.21,1.22,93.15,131.13,3.22,-20.63,67.44,51.43,0.0082,-0.015,-156.9697,-0.0089,-9.804,37.838,32.5,0.0,61.309,-100.0,-0.002,Construction,8311,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.230  0.230  0.235  0.230  618.20K   -2.13%
1     Nov 26, 2020  0.235  0.230  0.235  0.230  275.00K    0.00%
2     Nov 25, 2020  0.235  0.235  0.235  0.230  452.00K    0.00%
3     Nov 24, 2020  0.235  0.235  0.235  0.230  683.50K   -2.08%
4     Nov 23, 2020  0.240  0.250  0.250  0.240  930.00K   -4.00%
...            ...    ...    ...    ...    ...      ...      ...
1217  Dec 04, 2015  0.385  0.375  0.385  0.375  853.30K    0.00%
1218  Dec 03, 2015  0.385  0.395  0.395  0.380    1.79M   -2.53%
1219  Dec 02, 2015  0.395  0.405  0.405  0.395  795.00K   -1.25%
1220  Dec 01, 2015  0.400  0.395  0.410  0.395    8.03M    1.27%
1221  Nov 30, 2015  0.395  0.405  0.405  0.395    3.34M   -2.47%

[1222 rows x 7 columns]"
215,PeterLabs Holdings Bhd,PLHB,ORD,Consumer/Non-Cyclical,Food Processing,/equities/peterlabs-holdings-bhd,https://www.investing.com/equities/peterlabs-holdings-bhd-historical-data,992887,62,Kuala Lumpur,Malaysia,0.225,4.65,4.65,2.27,7.14,9.76,21.62,-21.05,0.32,0.12,-29.6875,87.5,-16.0,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Neutral,Neutral,53150000.0,1361100,2406119,11.76,89590000.0,0.02,1.65,0.01,4.44,11.76,0.59,5.04,4.3,0.89,0.98,-8.95,6.57,4.35,-21.63,-4.65,11.86,-36.96,1.21,4.02,,,3.68,19.0,19.32,6.5,6.82,6.05,6.22,4.59,4.31,2.54,3.21,2.26,14.06,,,0.0,28.097,0.0057,0.004,93.3333,0.0036,2.273,55.104,37.5,100.0,44.728,0.0,-0.003,Consumer,0171,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.225  0.215  0.225  0.215    1.36M    4.65%
1     Nov 26, 2020  0.215  0.215  0.215  0.215  225.00K    0.00%
2     Nov 25, 2020  0.215  0.220  0.220  0.215  457.00K    0.00%
3     Nov 24, 2020  0.215  0.215  0.220  0.215  215.00K    0.00%
4     Nov 23, 2020  0.215  0.215  0.220  0.215  437.30K   -2.27%
...            ...    ...    ...    ...    ...      ...      ...
1168  Dec 04, 2015  0.245  0.245  0.250  0.245  307.20K   -2.00%
1169  Dec 03, 2015  0.250  0.250  0.250  0.250  116.00K   -1.96%
1170  Dec 02, 2015  0.255  0.250  0.255  0.250  383.90K    2.00%
1171  Dec 01, 2015  0.250  0.245  0.255  0.245  877.00K    2.04%
1172  Nov 30, 2015  0.245  0.250  0.250  0.240  603.00K   -3.92%

[1173 rows x 7 columns]"
216,Petra Energy Bhd,PTRE,ORD,Energy,Oil Well Services & Equipment,/equities/petra-energy-bhd,https://www.investing.com/equities/petra-energy-bhd-historical-data,960848,62,Kuala Lumpur,Malaysia,1.03,3.0,3.0,59.69,85.59,-24.26,-30.41,25.61,1.59,0.385,-35.220125786164,167.53246753247,-7.5,Sell,Neutral,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Neutral,330570000.0,5537700,1270322,12.43,469560000.0,0.08,2.96,0.06,5.34,12.43,0.83,2.38,4.71,0.87,0.87,-5.26,-57.0,12.3,-32.57,-39.85,-1.63,-7.22,0.56,30.33,280.3,18.76,1.86,12.31,1.71,8.03,-8.45,8.06,-2.62,6.69,-2.89,1.38,1.4,0.59,11.5,2.72,25.99,48.29,41.073,0.0721,0.442,163.1044,0.25,77.586,85.173,48.836,84.329,58.568,-24.561,0.095,Energy,5133,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  1.030  1.000  1.080  0.970    5.54M    3.00%
1     Nov 26, 2020  1.000  1.070  1.090  0.985    6.59M   -2.91%
2     Nov 25, 2020  1.030  0.950  1.170  0.945   36.33M   10.75%
3     Nov 24, 2020  0.930  0.760  0.940  0.760   19.14M   35.77%
4     Nov 23, 2020  0.685  0.655  0.685  0.655    1.28M    6.20%
...            ...    ...    ...    ...    ...      ...      ...
1151  Dec 04, 2015  1.339  1.348  1.348  1.339  221.50K   -0.67%
1152  Dec 03, 2015  1.348  1.348  1.348  1.339  184.10K    0.67%
1153  Dec 02, 2015  1.339  1.339  1.339  1.339  201.40K    0.75%
1154  Dec 01, 2015  1.329  1.348  1.348  1.310  719.00K   -2.78%
1155  Nov 30, 2015  1.367  1.406  1.425  1.367  240.30K   -7.01%

[1156 rows x 7 columns]"
217,Petron Malaysia Refining Marketing,PTMR,ORD,Energy,Oil & Gas Operations,/equities/petron-malaysia-refining-marketing,https://www.investing.com/equities/petron-malaysia-refining-marketing-historical-data,950476,62,Kuala Lumpur,Malaysia,4.09,2.51,2.51,7.92,34.1,-18.53,-19.33,-64.62,5.28,2.49,-22.537878787879,64.25702811245,-6.15,Neutral,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Sell,1100000000.0,851300,138068,,7860000000.0,-0.1,1.89,0.12,2.93,29.92,0.14,3.68,3.55,0.65,0.65,183.63,-121.5,,-39.24,-31.24,1.0,38.82,2.67,15.18,22.53,-75.55,29.8,1.63,5.44,-0.81,3.47,-0.54,3.4,-0.34,2.55,0.35,0.77,2.21,24.18,2.91,-18.29,90.2,41.287,0.1893,0.752,132.5298,0.385,35.43,76.783,79.639,93.311,66.131,-7.547,0.2,Energy,3042,"              Date  Price  Open  High   Low     Vol. Change %
0     Nov 27, 2020   4.09  4.07  4.17  4.02  851.30K    2.51%
1     Nov 26, 2020   3.99  4.00  4.00  3.94  194.90K    0.00%
2     Nov 25, 2020   3.99  3.99  4.08  3.94  432.70K    1.27%
3     Nov 24, 2020   3.94  4.05  4.14  3.83  758.80K   -1.99%
4     Nov 23, 2020   4.02  3.79  4.04  3.79  908.80K    6.07%
...            ...    ...   ...   ...   ...      ...      ...
1218  Dec 04, 2015   4.43  4.26  4.44  4.19    1.69M    3.50%
1219  Dec 03, 2015   4.28  4.22  4.45  4.21    1.74M    2.15%
1220  Dec 02, 2015   4.19  3.78  4.19  3.78    2.10M   11.44%
1221  Dec 01, 2015   3.76  3.63  3.76  3.58  956.50K    3.58%
1222  Nov 30, 2015   3.63  3.55  3.63  3.45    1.30M    8.04%

[1223 rows x 7 columns]"
218,Petronas Chemicals Group Bhd,PCGB,ORD,Basic Materials,Chemical Manufacturing,/equities/petronas-chemicals-group-bhd,https://www.investing.com/equities/petronas-chemicals-group-bhd-historical-data,41669,62,Kuala Lumpur,Malaysia,6.86,-0.58,-0.58,0.88,17.26,-6.67,-2.83,-7.3,7.62,4.0,-9.9737532808399,71.5,4.28,Strong Sell,Strong Sell,Strong Sell,Neutral,Strong Buy,Strong Buy,Buy,54880000000.0,4762600,2728437,36.51,14760000000.0,0.19,1.18,0.12,1.75,36.51,3.72,62.86,104.53,1.81,1.86,-14.83,-56.82,2.66,-5.78,-14.18,2.32,-3.56,0.38,6.4,3.28,320.44,8.66,21.18,34.16,12.07,27.18,11.57,27.36,9.77,22.78,4.75,5.35,9.46,10.07,2.95,-1.79,63.87,55.437,0.2321,0.504,185.2085,0.0,7.692,65.435,57.804,38.567,52.781,-26.389,0.22,Industrial Products,5183,"              Date  Price  Open  High   Low    Vol. Change %
0     Nov 27, 2020   6.86  6.90  7.05  6.86   4.76M   -0.58%
1     Nov 26, 2020   6.90  6.81  6.95  6.73   1.46M    1.32%
2     Nov 25, 2020   6.81  6.74  6.94  6.74   1.11M    0.15%
3     Nov 24, 2020   6.80  6.72  6.82  6.68   1.67M    0.29%
4     Nov 23, 2020   6.78  6.80  6.96  6.70   2.58M   -0.29%
...            ...    ...   ...   ...   ...     ...      ...
1219  Dec 04, 2015   6.75  6.79  6.79  6.72  11.17M    0.30%
1220  Dec 03, 2015   6.73  6.75  6.76  6.71   8.96M   -0.74%
1221  Dec 02, 2015   6.78  6.85  6.85  6.78  11.18M   -0.29%
1222  Dec 01, 2015   6.80  6.80  6.81  6.75  15.39M    0.89%
1223  Nov 30, 2015   6.74  6.75  6.77  6.58  19.46M    0.30%

[1224 rows x 7 columns]"
219,Petronas Dagangan Bhd,PETR,ORD,Energy,Oil & Gas Operations,/equities/petronas-dagangan-bhd,https://www.investing.com/equities/petronas-dagangan-bhd-historical-data,41684,62,Kuala Lumpur,Malaysia,22.0,0.0,0.0,12.13,27.61,-4.06,-3.25,-8.26,26.41,17.08,-16.698220371072,28.805620608899,-12.66,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Neutral,21860000000.0,651500,334692,69.75,22110000000.0,0.32,1.08,0.46,2.09,69.75,0.99,17.44,15.6,3.86,3.86,-11.02,-58.2,10.59,-38.13,-27.27,-1.3,1.02,2.39,,13.82,196.21,15.16,,9.8,2.17,4.5,2.09,4.48,1.42,3.33,1.56,1.8,1.94,3.52,2.85,0.0,193.41,65.391,0.7457,2.478,151.0385,1.4486,15.789,68.989,75.122,64.418,74.147,-3.125,0.65,Consumer,5681,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  22.00  21.52  22.00  21.40  651.50K    0.00%
1     Nov 26, 2020  22.00  21.30  22.00  21.04  493.00K    3.29%
2     Nov 25, 2020  21.30  20.74  21.36  20.72  971.20K    1.43%
3     Nov 24, 2020  21.00  22.00  22.00  20.68  394.80K   -4.98%
4     Nov 23, 2020  22.10  19.78  22.10  19.76  594.80K   12.64%
...            ...    ...    ...    ...    ...      ...      ...
1218  Dec 04, 2015  25.04  25.36  25.38  24.72  107.60K    0.16%
1219  Dec 03, 2015  25.00  24.80  25.40  24.80  308.00K    0.40%
1220  Dec 02, 2015  24.90  25.38  25.40  24.90  619.80K   -0.40%
1221  Dec 01, 2015  25.00  25.40  25.42  24.86  551.70K    0.00%
1222  Nov 30, 2015  25.00  24.60  25.40  24.60    1.37M    0.00%

[1223 rows x 7 columns]"
220,Petronas Gas Bhd,PGAS,ORD,Energy,Oil & Gas Operations,/equities/petronas-gas-bhd,https://www.investing.com/equities/petronas-gas-bhd-historical-data,41689,62,Kuala Lumpur,Malaysia,16.72,-2.45,-2.45,-0.24,6.23,1.21,8.5,5.29,19.0,13.36,-12.0,25.149700598802,-4.14,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Buy,Neutral,Buy,33080000000.0,838300,748060,16.61,5580000000.0,1.01,0.72,0.72,4.31,16.61,5.93,39.47,58.28,2.65,2.65,36.94,13.77,0.98,5.18,1.88,4.44,-2.69,0.29,40.13,3.05,1.12,8.41,46.53,45.67,47.16,46.48,45.86,44.87,36.84,37.85,1.61,1.64,15.73,31.11,3.53,5.11,71.54,60.168,0.3214,0.618,72.8729,0.0014,3.851,56.497,67.473,31.799,50.024,-48.571,0.19,Utilities,6033,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  16.72  17.16  17.20  16.72  838.30K   -2.45%
1     Nov 26, 2020  17.14  17.14  17.40  17.08  649.80K    0.00%
2     Nov 25, 2020  17.14  17.12  17.24  17.06  459.40K    0.12%
3     Nov 24, 2020  17.12  16.98  17.22  16.98    1.38M    1.30%
4     Nov 23, 2020  16.90  16.88  16.96  16.56    1.25M    0.84%
...            ...    ...    ...    ...    ...      ...      ...
1219  Dec 04, 2015  23.30  23.30  23.34  22.96    1.39M    0.00%
1220  Dec 03, 2015  23.30  22.78  23.40  22.78    1.33M    1.30%
1221  Dec 02, 2015  23.00  23.00  23.14  22.98    2.22M    0.17%
1222  Dec 01, 2015  22.96  22.60  23.10  22.58    3.10M    0.17%
1223  Nov 30, 2015  22.92  23.10  23.10  22.38    2.12M   -0.35%

[1224 rows x 7 columns]"
221,Pharmaniaga Bhd,PHMA,ORD,Healthcare,Biotechnology & Drugs,/equities/pharmaniaga-bhd,https://www.investing.com/equities/pharmaniaga-bhd-historical-data,960844,62,Kuala Lumpur,Malaysia,5.56,-0.18,-0.18,-0.54,13.01,169.9,168.6,49.87,6.69,0.91,-16.890881913303,510.98901098901,13.89,Sell,Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,1460000000.0,755600,2058262,,2810000000.0,-0.55,2.23,0.13,2.25,14.68,0.52,11.28,511.27,4.21,10.09,199.46,-528.44,-5.25,-12.84,3.87,5.85,-8.31,1.51,4.56,779.49,-40.39,6.08,3.15,12.15,-5.42,2.39,-6.74,1.14,-5.18,0.67,0.36,0.82,0.69,212.2,4.64,2.04,15.41,29.481,0.1993,0.11,20.7751,0.0,5.503,57.602,35.976,27.429,55.388,-55.769,0.152,Health Care,7081,"              Date  Price  Open  High   Low     Vol. Change %
0     Nov 27, 2020   5.56  5.60  5.64  5.48  755.60K   -0.18%
1     Nov 26, 2020   5.57  5.47  5.62  5.40  570.50K    2.20%
2     Nov 25, 2020   5.45  5.55  5.56  5.45  690.20K   -1.80%
3     Nov 24, 2020   5.55  5.58  5.58  5.43    1.17M   -0.54%
4     Nov 23, 2020   5.58  5.60  5.62  5.50    1.06M   -0.18%
...            ...    ...   ...   ...   ...      ...      ...
1185  Dec 04, 2015   6.53  6.52  6.55  6.49  157.30K    0.31%
1186  Dec 03, 2015   6.51  6.54  6.54  6.50   58.10K   -0.31%
1187  Dec 02, 2015   6.53  6.65  6.65  6.53   16.50K   -1.80%
1188  Dec 01, 2015   6.65  6.73  6.73  6.65    2.60K   -3.62%
1189  Nov 30, 2015   6.90  6.56  6.90  6.56  137.20K    5.34%

[1190 rows x 7 columns]"
222,Pimpinan Eshan Bhd,PIMP,ORD,Financial,Misc. Financial Services,/equities/triplc-bhd,https://www.investing.com/equities/triplc-bhd-historical-data,950520,62,Kuala Lumpur,Malaysia,0.7,0.0,0.0,0.0,-4.76,-13.04,-13.58,21.95,0.875,0.65,-20.0,7.6923076923077,-2.0,Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,48390000.0,0,7743,,,-0.01,0.18,,,0.42,1.44,2.49,,0.68,0.68,16.75,-2.87,-7.89,-100.0,-100.0,-4.23,64.1,0.0,,,,2.53,45.93,49.11,384.14,53.86,361.3,31.59,351.12,22.08,,99.01,0.54,0.98,,,0.0,46.282,0.015,-0.043,-121.6845,-0.0118,-4.762,44.261,40.067,37.908,43.754,-72.727,-0.011,Construction,5622,"             Date  Price   Open   High    Low    Vol. Change %
0    Nov 25, 2020   0.70  0.685  0.700  0.685  19.00K    1.45%
1    Nov 24, 2020   0.69  0.695  0.695  0.690  31.00K   -4.17%
2    Nov 23, 2020   0.72  0.720  0.720  0.720   2.00K    2.86%
3    Nov 20, 2020   0.70  0.700  0.700  0.700   2.10K   -2.78%
4    Nov 18, 2020   0.72  0.720  0.720  0.720   3.00K    2.86%
..            ...    ...    ...    ...    ...     ...      ...
976  Dec 04, 2015   1.34  1.340  1.340  1.340   5.00K    0.00%
977  Dec 03, 2015   1.34  1.400  1.400  1.340  27.80K   -2.19%
978  Dec 02, 2015   1.37  1.350  1.370  1.350  71.80K    3.79%
979  Dec 01, 2015   1.32  1.320  1.330  1.320  37.50K   -1.49%
980  Nov 30, 2015   1.34  1.380  1.380  1.310  53.00K   -4.29%

[981 rows x 7 columns]"
223,Pineapple Resources Bhd,PINE,ORD,Technology,Computer Hardware,/equities/pineapple-resources-bhd,https://www.investing.com/equities/pineapple-resources-bhd-historical-data,1162320,62,Kuala Lumpur,Malaysia,0.36,0.0,0.0,14.29,-2.7,16.13,20.0,,0.38,0.18,-5.2631578947368,100.0,29.82,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,17700000.0,500,17685,,59050000.0,-0.05,-0.42,,,,0.3,5.76,8.64,0.8,0.8,79.62,-48.75,-49.87,19.44,10.69,1.91,-35.4,2.13,,,,7.81,,20.32,-8.21,0.24,-4.58,0.15,-4.58,-0.09,3.04,6.18,11.91,17.7,,,,53.922,0.0261,0.034,104.0948,0.0143,19.672,54.762,65.568,62.248,61.32,-14.286,0.01,Technology,0006,"             Date  Price  Open  High   Low    Vol. Change %
0    Nov 27, 2020   0.37  0.37  0.37  0.37   0.50K    0.00%
1    Nov 26, 2020   0.37  0.32  0.37  0.32   0.20K    8.96%
2    Nov 25, 2020   0.34  0.32  0.36  0.32   4.00K   -8.22%
3    Nov 23, 2020   0.37  0.37  0.37  0.37   1.50K   15.87%
4    Nov 20, 2020   0.31  0.31  0.31  0.31  14.30K  -13.70%
..            ...    ...   ...   ...   ...     ...      ...
228  Jun 12, 2018   0.37  0.38  0.38  0.37  18.00K    4.29%
229  Jun 11, 2018   0.35  0.35  0.35  0.35   9.80K  -12.50%
230  May 25, 2018   0.40  0.40  0.40  0.40   1.00K    8.11%
231  May 24, 2018   0.37  0.41  0.44  0.34  71.10K  -21.28%
232  May 21, 2018   0.47  0.45  0.47  0.45   6.90K    4.44%

[233 rows x 7 columns]"
224,Pinehill Pacific Bhd,PIPB,ORD,Consumer/Non-Cyclical,Crops,/equities/pinehill-pacific-bhd,https://www.investing.com/equities/pinehill-pacific-bhd-historical-data,950462,62,Kuala Lumpur,Malaysia,0.47,1.08,1.08,-1.05,27.03,-4.08,8.05,135.0,0.545,0.14,-13.761467889908,235.71428571429,23.33,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,70410000.0,606700,1387438,,2350000.0,-0.01,1.63,,,0.44,86.52,,2.02,0.33,0.33,-727.54,86.26,,94.5,61.01,-50.54,-61.24,0.0,16.75,,,1.05,-767.4,-73.29,-771.88,-123.65,-189.58,-142.77,-233.51,-141.29,15.66,15.69,0.0,0.0,,,0.0,31.977,0.0271,0.002,14.9514,0.0,14.634,64.344,47.738,9.4,60.485,-38.095,0.033,Plantations,1902,"             Date  Price   Open   High    Low     Vol. Change %
0    Nov 27, 2020  0.470  0.465  0.470  0.450  606.70K    1.08%
1    Nov 26, 2020  0.465  0.465  0.480  0.455    1.27M   -1.06%
2    Nov 25, 2020  0.470  0.450  0.480  0.440    1.41M    2.17%
3    Nov 24, 2020  0.460  0.470  0.470  0.450    1.24M   -3.16%
4    Nov 23, 2020  0.475  0.480  0.480  0.460    1.46M    0.00%
..            ...    ...    ...    ...    ...      ...      ...
680  Nov 01, 2017  0.205  0.205  0.205  0.205   15.00K   -2.38%
681  Oct 31, 2017  0.210  0.210  0.210  0.205  230.00K    0.00%
682  Oct 30, 2017  0.210  0.210  0.210  0.205  149.00K   -2.33%
683  Oct 27, 2017  0.215  0.215  0.215  0.215   28.00K    2.38%
684  Oct 26, 2017  0.210  0.210  0.210  0.210   50.00K    0.00%

[685 rows x 7 columns]"
